EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
138,Stephen,Stiles,SSTILES,650.121.2034,20051026,ST_CLERK,3200,,123,50
139,John,Seo,JSEO,650.121.2019,20060212,ST_CLERK,2700,,123,50
140,Joshua,Patel,JPATEL,650.121.1834,20060406,ST_CLERK,2500,,123,50
141,Trenna,Rajs,TRAJS,650.121.8009,20031017,ST_CLERK,3500,,124,50
142,Curtis,Davies,CDAVIES,650.121.2994,20050129,ST_CLERK,3100,,124,50
143,Randall,Matos,RMATOS,650.121.2874,20060315,ST_CLERK,2600,,124,50
144,Peter,Vargas,PVARGAS,650.121.2004,20060709,ST_CLERK,2500,,124,50
145,John,Russell,JRUSSEL,011.44.1344.429268,20041001,SA_MAN,14000,0.4,100,80
146,Karen,Partners,KPARTNER,011.44.1344.467268,20050105,SA_MAN,13500,0.3,100,80
147,Alberto,Errazuriz,AERRAZUR,011.44.1344.429278,20050310,SA_MAN,12000,0.3,100,80
148,Gerald,Cambrault,GCAMBRAU,011.44.1344.619268,20071015,SA_MAN,11000,0.3,100,80
149,Eleni,Zlotkey,EZLOTKEY,011.44.1344.429018,20080129,SA_MAN,10500,0.2,100,80
150,Peter,Tucker,PTUCKER,011.44.1344.129268,20050130,SA_REP,10000,0.3,145,80
151,David,Bernstein,DBERNSTE,011.44.1344.345268,20050324,SA_REP,9500,0.25,145,80
152,Peter,Hall,PHALL,011.44.1344.478968,20050820,SA_REP,9000,0.25,145,80
153,Christopher,Olsen,COLSEN,011.44.1344.498718,20060330,SA_REP,8000,0.2,145,80
154,Nanette,Cambrault,NCAMBRAU,011.44.1344.987668,20061209,SA_REP,7500,0.2,145,80
155,Oliver,Tuvault,OTUVAULT,011.44.1344.486508,20071123,SA_REP,7000,0.15,145,80
156,Janette,King,JKING,011.44.1345.429268,20040130,SA_REP,10000,0.35,146,80
157,Patrick,Sully,PSULLY,011.44.1345.929268,20040304,SA_REP,9500,0.35,146,80
158,Allan,McEwen,AMCEWEN,011.44.1345.829268,20040801,SA_REP,9000,0.35,146,80
159,Lindsey,Smith,LSMITH,011.44.1345.729268,20050310,SA_REP,8000,0.3,146,80
160,Louise,Doran,LDORAN,011.44.1345.629268,20051215,SA_REP,7500,0.3,146,80
161,Sarath,Sewall,SSEWALL,011.44.1345.529268,20061103,SA_REP,7000,0.25,146,80
162,Clara,Vishney,CVISHNEY,011.44.1346.129268,20051111,SA_REP,10500,0.25,147,80
163,Danielle,Greene,DGREENE,011.44.1346.229268,20070319,SA_REP,9500,0.15,147,80
164,Mattea,Marvins,MMARVINS,011.44.1346.329268,20080124,SA_REP,7200,0.1,147,80
165,David,Lee,DLEE,011.44.1346.529268,20080223,SA_REP,6800,0.1,147,80
166,Sundar,Ande,SANDE,011.44.1346.629268,20080324,SA_REP,6400,0.1,147,80
167,Amit,Banda,ABANDA,011.44.1346.729268,20080421,SA_REP,6200,0.1,147,80
168,Lisa,Ozer,LOZER,011.44.1343.929268,20050311,SA_REP,11500,0.25,148,80
169,Harrison,Bloom,HBLOOM,011.44.1343.829268,20060323,SA_REP,10000,0.2,148,80
170,Tayler,Fox,TFOX,011.44.1343.729268,20060124,SA_REP,9600,0.2,148,80
171,William,Smith,WSMITH,011.44.1343.629268,20070223,SA_REP,7400,0.15,148,80
172,Elizabeth,Bates,EBATES,011.44.1343.529268,20070324,SA_REP,7300,0.15,148,80
173,Sundita,Kumar,SKUMAR,011.44.1343.329268,20080421,SA_REP,6100,0.1,148,80
174,Ellen,Abel,EABEL,011.44.1644.429267,20040511,SA_REP,11000,0.3,149,80
175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,20050319,SA_REP,8800,0.25,149,80
176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,20060324,SA_REP,8600,0.2,149,80
177,Jack,Livingston,JLIVINGS,011.44.1644.429264,20060423,SA_REP,8400,0.2,149,80
178,Kimberely,Grant,KGRANT,011.44.1644.429263,20070524,SA_REP,7000,0.15,149,
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,20080104,SA_REP,6200,0.1,149,80
180,Winston,Taylor,WTAYLOR,650.507.9876,20060124,SH_CLERK,3200,,120,50
181,Jean,Fleaur,JFLEAUR,650.507.9877,20060223,SH_CLERK,3100,,120,50
182,Martha,Sullivan,MSULLIVA,650.507.9878,20070621,SH_CLERK,2500,,120,50
183,Girard,Geoni,GGEONI,650.507.9879,20080203,SH_CLERK,2800,,120,50
184,Nandita,Sarchand,NSARCHAN,650.509.1876,20040127,SH_CLERK,4200,,121,50
185,Alexis,Bull,ABULL,650.509.2876,20050220,SH_CLERK,4100,,121,50
186,Julia,Dellinger,JDELLING,650.509.3876,20060624,SH_CLERK,3400,,121,50
187,Anthony,Cabrio,ACABRIO,650.509.4876,20070207,SH_CLERK,3000,,121,50
188,Kelly,Chung,KCHUNG,650.505.1876,20050614,SH_CLERK,3800,,122,50
189,Jennifer,Dilly,JDILLY,650.505.2876,20050813,SH_CLERK,3600,,122,50
190,Timothy,Gates,TGATES,650.505.3876,20060711,SH_CLERK,2900,,122,50
191,Randall,Perkins,RPERKINS,650.505.4876,20071219,SH_CLERK,2500,,122,50
192,Sarah,Bell,SBELL,650.501.1876,20040204,SH_CLERK,4000,,123,50
193,Britney,Everett,BEVERETT,650.501.2876,20050303,SH_CLERK,3900,,123,50
194,Samuel,McCain,SMCCAIN,650.501.3876,20060701,SH_CLERK,3200,,123,50
195,Vance,Jones,VJONES,650.501.4876,20070317,SH_CLERK,2800,,123,50
196,Alana,Walsh,AWALSH,650.507.9811,20060424,SH_CLERK,3100,,124,50
197,Kevin,Feeney,KFEENEY,650.507.9822,20060523,SH_CLERK,3000,,124,50
